Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868049542,Randomly generated expenses for Shopping,Shopping,35,2015-08-27,Discover It,
1676311868049548,Randomly generated expenses for Shopping,Shopping,48,2015-08-28,Chase Freedom Flex,Sophia
1676311868049554,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2015-08-29,Chase Freedom Flex,
1676311868049560,Randomly generated expenses for Food and Dining,Food and Dining,14,2015-08-30,Chase Freedom Flex,
1676311868049565,Randomly generated expenses for Home,Home,33,2015-08-30,Amex Blue Cash Preferred,
1676311868049571,Randomly generated expenses for Food and Dining,Food and Dining,41,2015-08-31,Amex Blue Cash Preferred,
1676311868049577,Randomly generated expenses for Business Services,Business Services,50,2015-09-01,Chase Freedom Flex,Ronald
1676311868049583,Randomly generated expenses for Gift,Gift,19,2015-09-02,Discover It,
1676311868049589,Randomly generated expenses for Utilities,Utilities,45,2015-09-03,Chase Freedom Flex,
1676311868049594,Randomly generated expenses for Home,Home,30,2015-09-03,Capital One Savor,
1676311868049599,Randomly generated expenses for Transportation,Transportation,34,2015-09-03,Chase Freedom Flex,
1676311868049605,Randomly generated expenses for Home,Home,45,2015-09-04,Capital One Savor,
1676311868049610,Randomly generated expenses for Misc Expenses,Misc Expenses,35,2015-09-04,Chase Freedom Flex,
1676311868049616,Randomly generated expenses for Food and Dining,Food and Dining,21,2015-09-05,Chase Freedom Flex,Cara
1676311868049622,Randomly generated expenses for Food and Dining,Food and Dining,19,2015-09-06,Discover It,
1676311868049628,Randomly generated expenses for Entertainment,Entertainment,50,2015-09-07,Chase Freedom Flex,
1676311868049634,Randomly generated expenses for Shopping,Shopping,44,2015-09-08,Discover It,
1676311868049639,Randomly generated expenses for Shopping,Shopping,39,2015-09-08,Capital One Savor,
1676311868049647,Randomly generated expenses for Transportation,Transportation,24,2015-09-08,Discover It,
1676311868049653,Randomly generated expenses for Book,Book,22,2015-09-09,Amex Blue Cash Preferred,
1676311868049659,Randomly generated expenses for Education,Education,2,2015-09-10,Chase Freedom Flex,
1676311868049664,Randomly generated expenses for Entertainment,Entertainment,40,2015-09-10,Chase Freedom Flex,
1676311868049670,Randomly generated expenses for Food and Dining,Food and Dining,23,2015-09-11,Schwab Investor Card,Sophia
1676311868049676,Randomly generated expenses for Food and Dining,Food and Dining,3,2015-09-11,Schwab Investor Card,Ronald
1676311868049682,Randomly generated expenses for Pet,Pet,40,2015-09-12,Amex Blue Cash Preferred,Cara
1676311868049688,Randomly generated expenses for Utilities,Utilities,15,2015-09-13,Chase Freedom Flex,
1676311868049693,Randomly generated expenses for Utilities,Utilities,26,2015-09-13,Discover It,
1676311868049699,Randomly generated expenses for Home,Home,26,2015-09-14,Chase Freedom Flex,Cara
1676311868049705,Randomly generated expenses for Food and Dining,Food and Dining,32,2015-09-15,Discover It,
1676311868049710,Randomly generated expenses for Transportation,Transportation,39,2015-09-16,Amex Blue Cash Preferred,
1676311868049715,Randomly generated expenses for Kids,Kids,23,2015-09-16,Discover It,
1676311868049721,Randomly generated expenses for Education,Education,2,2015-09-17,Chase Freedom Flex,
1676311868049727,Randomly generated expenses for Kids,Kids,36,2015-09-18,Amex Blue Cash Preferred,
1676311868049733,Randomly generated expenses for Pet,Pet,11,2015-09-19,Chase Freedom Flex,
1676311868049739,Randomly generated expenses for Gift,Gift,18,2015-09-20,Chase Freedom Flex,Sophia
1676311868049746,Randomly generated expenses for Personal Care,Personal Care,21,2015-09-21,Schwab Investor Card,
1676311868049752,Randomly generated expenses for Food and Dining,Food and Dining,21,2015-09-22,Amex Blue Cash Preferred,
1676311868049758,Randomly generated expenses for Pet,Pet,25,2015-09-23,Chase Freedom Flex,
1676311868049766,Randomly generated expenses for Shopping,Shopping,48,2015-09-24,Chase Freedom Flex,
1676311868049772,Randomly generated expenses for Utilities,Utilities,37,2015-09-25,Discover It,
1676311868049778,Randomly generated expenses for Personal Care,Personal Care,3,2015-09-26,Capital One Savor,
1676311868049786,Randomly generated expenses for Gift,Gift,11,2015-09-26,Discover It,
1676311868049802,Randomly generated expenses for Food and Dining,Food and Dining,15,2015-09-27,Schwab Investor Card,
1676311868049815,Randomly generated expenses for Utilities,Utilities,23,2015-09-28,Chase Freedom Flex,
1676311868049824,Randomly generated expenses for Book,Book,34,2015-09-29,Discover It,
1676311868049832,Randomly generated expenses for Financial,Financial,30,2015-09-30,Discover It,
1676311868049840,Randomly generated expenses for Kids,Kids,5,2015-10-01,Chase Freedom Flex,
1676311868049846,Randomly generated expenses for Food and Dining,Food and Dining,17,2015-10-01,Chase Freedom Flex,
1676311868049856,Randomly generated expenses for Book,Book,8,2015-10-01,Amex Blue Cash Preferred,
1676311868049862,Randomly generated expenses for Education,Education,39,2015-10-02,Capital One Savor,
1676311868049868,Randomly generated expenses for Health and Fitness,Health and Fitness,48,2015-10-02,Chase Freedom Flex,
1676311868049875,Randomly generated expenses for Health and Fitness,Health and Fitness,42,2015-10-03,Discover It,
1676311868049881,Randomly generated expenses for Home,Home,45,2015-10-04,Chase Freedom Flex,
1676311868049886,Randomly generated expenses for Pet,Pet,44,2015-10-04,Capital One Savor,Cara
1676311868049892,Randomly generated expenses for Shopping,Shopping,17,2015-10-05,Amex Blue Cash Preferred,
1676311868049897,Randomly generated expenses for Utilities,Utilities,6,2015-10-06,Schwab Investor Card,
1676311868049903,Randomly generated expenses for Uncategorized,Uncategorized,24,2015-10-06,Capital One Savor,
1676311868049913,Randomly generated expenses for Shopping,Shopping,2,2015-10-07,Capital One Savor,
1676311868049921,Randomly generated expenses for Entertainment,Entertainment,42,2015-10-08,Discover It,
1676311868049928,Randomly generated expenses for Business Services,Business Services,22,2015-10-09,Chase Freedom Flex,
1676311868049937,Randomly generated expenses for Gift,Gift,6,2015-10-10,Amex Blue Cash Preferred,
1676311868049943,Randomly generated expenses for Utilities,Utilities,28,2015-10-11,Amex Blue Cash Preferred,
1676311868049953,Randomly generated expenses for Pet,Pet,11,2015-10-12,Discover It,
1676311868049961,Randomly generated expenses for Fees and Chargers,Fees and Chargers,40,2015-10-13,Capital One Savor,
1676311868049970,Randomly generated expenses for Shopping,Shopping,33,2015-10-14,Chase Freedom Flex,
1676311868049981,Randomly generated expenses for Food and Dining,Food and Dining,21,2015-10-15,Chase Freedom Flex,
1676311868049992,Randomly generated expenses for Financial,Financial,48,2015-10-16,Chase Freedom Flex,
1676311868050001,Randomly generated expenses for Home,Home,16,2015-10-17,Discover It,
1676311868050009,Randomly generated expenses for Transportation,Transportation,25,2015-10-18,Discover It,
1676311868050015,Randomly generated expenses for Kids,Kids,4,2015-10-19,Chase Freedom Flex,
1676311868050020,Randomly generated expenses for Shopping,Shopping,30,2015-10-19,Discover It,
1676311868050026,Randomly generated expenses for Financial,Financial,8,2015-10-20,Discover It,
1676311868050031,Randomly generated expenses for Misc Expenses,Misc Expenses,13,2015-10-21,Chase Freedom Flex,
1676311868050037,Randomly generated expenses for Kids,Kids,40,2015-10-22,Discover It,
1676311868050043,Randomly generated expenses for Food and Dining,Food and Dining,44,2015-10-23,Amex Blue Cash Preferred,
1676311868050049,Randomly generated expenses for Kids,Kids,4,2015-10-24,Chase Freedom Flex,
1676311868050055,Randomly generated expenses for Home,Home,22,2015-10-25,Discover It,
1676311868050060,Randomly generated expenses for Food and Dining,Food and Dining,33,2015-10-26,Chase Freedom Flex,
1676311868050068,Randomly generated expenses for Shopping,Shopping,31,2015-10-26,Capital One Savor,
1676311868050074,Randomly generated expenses for Gift,Gift,16,2015-10-27,Schwab Investor Card,
1676311868050079,Randomly generated expenses for Food and Dining,Food and Dining,23,2015-10-27,Chase Freedom Flex,
1676311868050085,Randomly generated expenses for Utilities,Utilities,39,2015-10-28,Chase Freedom Flex,Justine
1676311868050091,Randomly generated expenses for Utilities,Utilities,34,2015-10-29,Amex Blue Cash Preferred,
1676311868050096,Randomly generated expenses for Utilities,Utilities,16,2015-10-29,Chase Freedom Flex,
1676311868050101,Randomly generated expenses for Uncategorized,Uncategorized,26,2015-10-29,Capital One Savor,
1676311868050107,Randomly generated expenses for Food and Dining,Food and Dining,35,2015-10-30,Schwab Investor Card,
1676311868050113,Randomly generated expenses for Uncategorized,Uncategorized,46,2015-10-31,Schwab Investor Card,
1676311868050119,Randomly generated expenses for Book,Book,32,2015-11-01,Chase Freedom Flex,
1676311868050124,Randomly generated expenses for Food and Dining,Food and Dining,29,2015-11-02,Chase Freedom Flex,
1676311868050130,Randomly generated expenses for Utilities,Utilities,16,2015-11-03,Chase Freedom Flex,
1676311868050136,Randomly generated expenses for Utilities,Utilities,44,2015-11-04,Amex Blue Cash Preferred,
1676311868050141,Randomly generated expenses for Shopping,Shopping,28,2015-11-05,Discover It,
1676311868050146,Randomly generated expenses for Shopping,Shopping,1,2015-11-05,Capital One Savor,Sophia
1676311868050152,Randomly generated expenses for Education,Education,34,2015-11-06,Schwab Investor Card,
1676311868050158,Randomly generated expenses for Kids,Kids,3,2015-11-07,Schwab Investor Card,
1676311868050164,Randomly generated expenses for Uncategorized,Uncategorized,31,2015-11-08,Amex Blue Cash Preferred,
1676311868050169,Randomly generated expenses for Health and Fitness,Health and Fitness,43,2015-11-09,Amex Blue Cash Preferred,
1676311868050174,Randomly generated expenses for Uncategorized,Uncategorized,20,2015-11-09,Discover It,
1676311868050180,Randomly generated expenses for Shopping,Shopping,15,2015-11-10,Discover It,
1676311868050186,Randomly generated expenses for Book,Book,5,2015-11-11,Discover It,
1676311868050191,Randomly generated expenses for Entertainment,Entertainment,2,2015-11-12,Chase Freedom Flex,
1676311868050197,Randomly generated expenses for Shopping,Shopping,35,2015-11-13,Schwab Investor Card,
1676311868050203,Randomly generated expenses for Food and Dining,Food and Dining,39,2015-11-14,Chase Freedom Flex,
1676311868050209,Randomly generated expenses for Shopping,Shopping,6,2015-11-15,Amex Blue Cash Preferred,
1676311868050215,Randomly generated expenses for Food and Dining,Food and Dining,35,2015-11-16,Schwab Investor Card,
1676311868050220,Randomly generated expenses for Food and Dining,Food and Dining,35,2015-11-17,Chase Freedom Flex,
1676311868050227,Randomly generated expenses for Utilities,Utilities,27,2015-11-18,Chase Freedom Flex,
1676311868050235,Randomly generated expenses for Kids,Kids,20,2015-11-19,Chase Freedom Flex,Cara
1676311868050243,Randomly generated expenses for Food and Dining,Food and Dining,18,2015-11-20,Discover It,
1676311868050249,Randomly generated expenses for Shopping,Shopping,44,2015-11-21,Chase Freedom Flex,
1676311868050257,Randomly generated expenses for Shopping,Shopping,37,2015-11-22,Amex Blue Cash Preferred,
1676311868050263,Randomly generated expenses for Personal Care,Personal Care,19,2015-11-23,Chase Freedom Flex,
1676311868050269,Randomly generated expenses for Financial,Financial,29,2015-11-24,Capital One Savor,
1676311868050274,Randomly generated expenses for Utilities,Utilities,33,2015-11-25,Chase Freedom Flex,
1676311868050280,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,7,2015-11-26,Discover It,
1676311868050286,Randomly generated expenses for Gift,Gift,10,2015-11-27,Discover It,
1676311868050292,Randomly generated expenses for Food and Dining,Food and Dining,43,2015-11-28,Discover It,
1676311868050297,Randomly generated expenses for Kids,Kids,5,2015-11-29,Chase Freedom Flex,
1676311868050303,Randomly generated expenses for Book,Book,37,2015-11-30,Discover It,Ronald
1676311868050309,Randomly generated expenses for Food and Dining,Food and Dining,35,2015-11-30,Chase Freedom Flex,Ronald
1676311868050314,Randomly generated expenses for Uncategorized,Uncategorized,21,2015-11-30,Capital One Savor,
1676311868050320,Randomly generated expenses for Food and Dining,Food and Dining,11,2015-12-01,Discover It,
1676311868050326,Randomly generated expenses for Shopping,Shopping,6,2015-12-02,Chase Freedom Flex,
1676311868050332,Randomly generated expenses for Entertainment,Entertainment,25,2015-12-03,Discover It,Ronald
1676311868050338,Randomly generated expenses for Uncategorized,Uncategorized,39,2015-12-03,Chase Freedom Flex,
1676311868050343,Randomly generated expenses for Health and Fitness,Health and Fitness,26,2015-12-03,Capital One Savor,
1676311868050349,Randomly generated expenses for Shopping,Shopping,2,2015-12-04,Discover It,Sophia
1676311868050355,Randomly generated expenses for Business Services,Business Services,24,2015-12-05,Schwab Investor Card,
1676311868050360,Randomly generated expenses for Uncategorized,Uncategorized,8,2015-12-06,Chase Freedom Flex,
1676311868050366,Randomly generated expenses for Uncategorized,Uncategorized,27,2015-12-07,Schwab Investor Card,Sophia
1676311868050372,Randomly generated expenses for Misc Expenses,Misc Expenses,7,2015-12-08,Capital One Savor,
1676311868050378,Randomly generated expenses for Shopping,Shopping,43,2015-12-09,Chase Freedom Flex,
1676311868050383,Randomly generated expenses for Kids,Kids,1,2015-12-10,Discover It,Cara
1676311868050389,Randomly generated expenses for Education,Education,15,2015-12-10,Discover It,Cara
1676311868050395,Randomly generated expenses for Kids,Kids,28,2015-12-10,Capital One Savor,
